feature,Pearson
avg_coupling_code_size_cut_cmp,1.0
MissingCtor_cmp,0.1760923744605282
prev_touch_ago_cmp,0.15296311330660975
VisibilityModifier_cmp,0.1395080513967612
NPathComplexity_cmp,0.13734185698040116
ParameterAssignment_cmp,0.13686769669727866
OperatorWrap_cmp,0.1356540266679383
MagicNumber_cmp,0.1330429555174803
UnnecessaryParentheses_cmp,0.13183686978663042
ClassFanOutComplexity_cmp,0.12949366160576634
WhitespaceAfter_cmp,0.12706060862843113
ReturnCount_cmp,0.12656409114739542
AvoidStaticImport_cmp,0.12630630830544898
NeedBraces_cmp,0.12078425493525922
NestedIfDepth_cmp,0.11904663230434435
TrailingComment_cmp,0.11757618687556486
OneStatementPerLine_cmp,0.11648563018730991
CyclomaticComplexity_cmp,0.11627184360334102
InnerTypeLast_cmp,0.11255103790412822
ClassDataAbstractionCoupling_cmp,0.11155654202632492
FinalParameters_cmp,0.10678314205425846
FinalLocalVariable_cmp,0.10229521370745548
WhitespaceAround_cmp,0.10225803108000653
AnonInnerLength_cmp,0.10162935518564367
BooleanExpressionComplexity_cmp,0.09934767143526584
MissingJavadocType_cmp,0.09787164331410358
MultipleVariableDeclarations_cmp,0.09637875805970697
MultipleStringLiterals_cmp,0.09635615031810786
MissingSwitchDefault_cmp,0.09330355320727943
Indentation_cmp,0.09289713559150661
JavaNCSS_cmp,0.09195578243073085
ExecutableStatementCount_cmp,0.09052320438770185
RightCurly_cmp,0.09037446614366568
AvoidInlineConditionals_cmp,0.0900724509357207
AvoidNestedBlocks_cmp,0.08790712745414152
InnerAssignment_cmp,0.08627232631958207
AnnotationUseStyle_cmp,0.08215166473086905
MethodParamPad_cmp,0.0808796061676248
EmptyCatchBlock_cmp,0.08076613056568993
LeftCurly_cmp,0.08026171969675977
AvoidStarImport_cmp,0.08010255658164013
DesignForExtension_cmp,0.07957761611492974
IllegalCatch_cmp,0.07826156063601061
ParenPad_cmp,0.07816933736030567
ModifiedControlVariable_cmp,0.07772618885198505
ClassMemberImpliedModifier_cmp,0.07663101776247919
AbstractClassName_cmp,0.07447981193953884
DefaultComesLast_cmp,0.07431595081714755
SingleSpaceSeparator_cmp,0.07417223930471661
ParameterNumber_cmp,0.0709119723136158
ExplicitInitialization_cmp,0.07071343584132093
MemberName_cmp,0.06890582628227668
JavadocStyle_cmp,0.06813857931346239
ModifierOrder_cmp,0.06711047183070276
HiddenField_cmp,0.06629093132855601
MethodLength_cmp,0.06619136555318016
ArrayTrailingComma_cmp,0.06443234938164336
VariableDeclarationUsageDistance_cmp,0.06362384196815046
EmptyBlock_cmp,0.06304770877038018
file_ccp_cmp,0.0587479806865098
FinalClass_cmp,0.05873898316006315
ConstantName_cmp,0.05870676269661623
ParameterName_cmp,0.057913122579891806
RedundantModifier_cmp,0.057805911261487916
LocalVariableName_cmp,0.05702969563984732
LocalFinalVariableName_cmp,0.055801992784895595
NoWhitespaceBefore_cmp,0.05539095733954953
CatchParameterName_cmp,0.053123808792485176
NestedForDepth_cmp,0.05180020231499689
AbbreviationAsWordInName_cmp,0.05167247383696676
JavadocMethod_cmp,0.05122428624918468
FallThrough_cmp,0.04996204532003414
WriteTag_cmp,0.04912887745437993
AvoidEscapedUnicodeCharacters_cmp,0.04879811322891582
SimplifyBooleanExpression_cmp,0.046692515973016616
FileLength_cmp,0.045958004577356854
TodoComment_cmp,0.045347044970219366
NoClone_cmp,0.04414083919107475
EqualsAvoidNull_cmp,0.042700520420338506
IllegalType_cmp,0.042664943534162524
JavadocPackage_cmp,0.04244914396006759
EmptyForIteratorPad_cmp,0.04182944334363764
InterfaceMemberImpliedModifier_cmp,0.039622175921283254
MissingDeprecated_cmp,0.039014884315168086
OverloadMethodsDeclarationOrder_cmp,0.03901428358184216
MethodCount_cmp,0.03851049119179116
JavadocTagContinuationIndentation_cmp,0.03483137877271129
AtclauseOrder_cmp,0.034079637944727396
StaticVariableName_cmp,0.0339529131807666
NestedTryDepth_cmp,0.03331099058658917
EqualsHashCode_cmp,0.0326589331554024
NewlineAtEndOfFile_cmp,0.03155174989043248
MissingOverride_cmp,0.031346831257893316
UnusedImports_cmp,0.030977172270732278
ArrayTypeStyle_cmp,0.02970826028269331
UnnecessarySemicolonInEnumeration_cmp,0.028373496278686638
SummaryJavadoc_cmp,0.02772715800132246
HideUtilityClassConstructor_cmp,0.027640318244757295
ImportControl_cmp,0.02675731015639846
IllegalToken_cmp,0.024769238482705763
same_day_duration_avg_cmp,0.023133394472068882
LambdaParameterName_cmp,0.02236319721963552
AnnotationLocation_cmp,0.02147379534292476
MethodTypeParameterName_cmp,0.02109204912541899
StringLiteralEquality_cmp,0.018971424077405884
random_metric_cmp,0.018694883252366738
UpperEll_cmp,0.01847978745529946
SimplifyBooleanReturn_cmp,0.018318736499817696
MutableException_cmp,0.017682072118668055
IllegalImport_cmp,0.017253000246318328
RequireThis_cmp,0.017034564167883365
