feature,Pearson
avg_coupling_size_cmp,1.0
avg_coupling_code_size_cut_cmp,0.4763252693086994
file_ccp_cmp,0.35953492404437715
prev_touch_ago_cmp,0.28279160788817687
same_day_duration_avg_cmp,0.24349182740953174
EmptyLineSeparator_cmp,0.22465389004924816
MissingCtor_cmp,0.06723135789689182
MissingJavadocMethod_cmp,0.05810954786884838
DesignForExtension_cmp,0.055898849675902654
AnnotationOnSameLine_cmp,0.0555743276943746
ParameterAssignment_cmp,0.04874115683136773
FinalClass_cmp,0.046748355663750144
JavadocParagraph_cmp,0.04221768231568807
OneStatementPerLine_cmp,0.038200144237119045
MissingJavadocType_cmp,0.03627042248718525
DefaultComesLast_cmp,0.035468615845319525
AvoidStaticImport_cmp,0.03529237954935596
InnerTypeLast_cmp,0.031124984803653378
MissingSwitchDefault_cmp,0.028349134911897073
JavadocMethod_cmp,0.028319024561509337
MultipleVariableDeclarations_cmp,0.028246462388828036
OperatorWrap_cmp,0.02777307658880836
TrailingComment_cmp,0.02762444178940255
NeedBraces_cmp,0.02699230327601772
AnnotationUseStyle_cmp,0.025790393719598202
MethodParamPad_cmp,0.025205323494746367
AvoidNestedBlocks_cmp,0.02407654305333433
JavadocStyle_cmp,0.023929167778732344
InnerAssignment_cmp,0.023517469927929847
ReturnCount_cmp,0.022288140004310866
NPathComplexity_cmp,0.02225970064071798
BooleanExpressionComplexity_cmp,0.021886143734168154
EqualsHashCode_cmp,0.020125448483094496
ModifiedControlVariable_cmp,0.019894315555414138
ClassFanOutComplexity_cmp,0.019854074636070806
ParameterNumber_cmp,0.019448919800814382
ClassDataAbstractionCoupling_cmp,0.018176887950236163
HiddenField_cmp,0.01784145478443644
ClassMemberImpliedModifier_cmp,0.017327554171997567
EmptyCatchBlock_cmp,0.01723649063594266
NoClone_cmp,0.01714750605019356
SimplifyBooleanExpression_cmp,0.016769755838805137
ImportControl_cmp,0.016256080709893
Indentation_cmp,0.01613491460338752
WhitespaceAfter_cmp,0.015742818491915854
NonEmptyAtclauseDescription_cmp,0.014555453460014148
EmptyBlock_cmp,0.014329268567765443
AnonInnerLength_cmp,0.013875551639103475
AbstractClassName_cmp,0.01365137820069224
MissingDeprecated_cmp,0.013456611747470107
UnnecessaryParentheses_cmp,0.01319231136318921
NoWhitespaceBefore_cmp,0.011733138359677401
StringLiteralEquality_cmp,0.01165049234913421
ArrayTrailingComma_cmp,0.01024900546913618
CatchParameterName_cmp,0.009532524170973748
SingleSpaceSeparator_cmp,0.009325446933504775
LambdaParameterName_cmp,0.009300722962789134
FinalParameters_cmp,0.009023635783674782
AnnotationLocation_cmp,0.008831758322641329
AvoidStarImport_cmp,0.008653004332095109
FallThrough_cmp,0.008104452527322177
ModifierOrder_cmp,0.006669671177527058
VisibilityModifier_cmp,0.006461169794890955
ExplicitInitialization_cmp,0.006257279554074295
WhitespaceAround_cmp,0.0053988508509771795
AbbreviationAsWordInName_cmp,0.005196452660283625
UpperEll_cmp,0.004708015177996422
EmptyForIteratorPad_cmp,0.004459994287094137
SimplifyBooleanReturn_cmp,0.003967618321060926
VariableDeclarationUsageDistance_cmp,0.0036546748326799776
NestedForDepth_cmp,0.003462999587879967
ParameterName_cmp,0.0033508599015375264
RequireThis_cmp,0.003086557533252176
NestedIfDepth_cmp,0.0018895241693034858
CyclomaticComplexity_cmp,0.0017944456486908712
LocalVariableName_cmp,0.0016760525552412262
IllegalThrows_cmp,0.0016290807868714755
InterfaceIsType_cmp,0.0012335282851168108
NoFinalizer_cmp,0.0007208775885403933
MissingOverride_cmp,0.0005848139897428656
MethodLength_cmp,0.00035769171196819695
AvoidEscapedUnicodeCharacters_cmp,-0.0003797467895457284
ConstantName_cmp,-0.0006565597997576958
IllegalImport_cmp,-0.001305756277099242
FinalLocalVariable_cmp,-0.0015797516584652974
EmptyForInitializerPad_cmp,-0.0017713349532011398
MagicNumber_cmp,-0.0021292811748984115
JavadocTagContinuationIndentation_cmp,-0.0022264313136498
MutableException_cmp,-0.0026970885172669006
RedundantImport_cmp,-0.003059734780907697
ThrowsCount_cmp,-0.003411026165946396
LeftCurly_cmp,-0.0036622926314728264
MethodTypeParameterName_cmp,-0.0037467890264027137
MethodCount_cmp,-0.0037623738335953315
SuperClone_cmp,-0.004515169187889732
ClassTypeParameterName_cmp,-0.00452854431858785
LocalFinalVariableName_cmp,-0.0047079977050966376
SuperFinalize_cmp,-0.004881597472450071
UnnecessarySemicolonInEnumeration_cmp,-0.006010220534835455
NewlineAtEndOfFile_cmp,-0.006088213310603435
PackageName_cmp,-0.007178028939987764
ParenPad_cmp,-0.00745382540715185
WriteTag_cmp,-0.007466220558939735
TypecastParenPad_cmp,-0.007542398132956389
NoWhitespaceAfter_cmp,-0.007968041472671376
MissingJavadocPackage_cmp,-0.008887732029194378
NestedTryDepth_cmp,-0.009079458051874748
RightCurly_cmp,-0.009600160751709925
StaticVariableName_cmp,-0.009607918211858139
CustomImportOrder_cmp,-0.01019584008106902
InterfaceTypeParameterName_cmp,-0.011317585550701847
TodoComment_cmp,-0.01164795888943525
IllegalCatch_cmp,-0.013724918116958125
UnusedImports_cmp,-0.01412375424637738
ExecutableStatementCount_cmp,-0.014327732489959315
InterfaceMemberImpliedModifier_cmp,-0.01457815859844074
ArrayTypeStyle_cmp,-0.014612652028101797
JavadocPackage_cmp,-0.01504255819103385
JavaNCSS_cmp,-0.015172049735493125
AtclauseOrder_cmp,-0.0156499729892251
EqualsAvoidNull_cmp,-0.016757057353498632
HideUtilityClassConstructor_cmp,-0.01741071255482245
SingleLineJavadoc_cmp,-0.01793149350124016
MemberName_cmp,-0.018256534941431722
InvalidJavadocPosition_cmp,-0.018302911109372343
IllegalType_cmp,-0.018732181849306674
FileLength_cmp,-0.01896231766603335
FileTabCharacter_cmp,-0.019199524138520364
AvoidInlineConditionals_cmp,-0.01936060618473539
IllegalToken_cmp,-0.02159767896284962
OneTopLevelClass_cmp,-0.022057199012731798
OuterTypeNumber_cmp,-0.022057199012731798
PackageDeclaration_cmp,-0.022743238095556045
RedundantModifier_cmp,-0.02558949255684425
EmptyStatement_cmp,-0.025857021444419422
MethodName_cmp,-0.026633390882007998
GenericWhitespace_cmp,-0.0297781554302881
OverloadMethodsDeclarationOrder_cmp,-0.03343329276811195
MultipleStringLiterals_cmp,-0.035148569281999095
CommentsIndentation_cmp,-0.03621251478895367
TypeName_cmp,-0.03847269239501382
UncommentedMain_cmp,-0.046999198473899384
SummaryJavadoc_cmp,-0.05283366594348817
JavadocType_cmp,-0.07504683536048523
SeparatorWrap_cmp,-0.09763926460466586
DeclarationOrder_cmp,-0.17117998889721328
JavadocVariable_cmp,-0.18841960522349105
LineLength_cmp,-0.22371815005841802
ImportOrder_cmp,-0.23362330243243487
OuterTypeFilename_cmp,
NoLineWrap_cmp,
Regexp_cmp,
UnnecessarySemicolonInTryWithResources_cmp,
SuppressWarnings_cmp,
RegexpOnFilename_cmp,
CovariantEquals_cmp,
